Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID,abstract_clean,text_for_modeling,abstract_word_count,is_management_accounting
Penno M.C.,"Penno, Mark C. (6701528448)",6701528448,A Positive Theory of Accounting-Based Management by Exception,2022,Journal of Management Accounting Research,34,3,,161,177,0,10.2308/JMAR-2021-014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142187074&doi=10.2308%2FJMAR-2021-014&partnerID=40&md5=631e19ea688f3aff2438edb714595189,"Under the widespread planning-and-control paradigm, organizations schedule their budgeting early in the period ( planning) when the organization has more time to carefully reflect on the processes to be later controlled. I refer to a budgeting process that conveys thresholds to managers as management by exception (MBE), and model MBE as a limited communication device, which alleviates the manager’s burden of retrieving the details from the planning phase while preserving enough information to maintain effective control. Accordingly, I identify a threshold-based MBE algorithm, which is shown to approximate the performance of a full-communication policy, suggesting that simple static threshold-based communication can be effective. The equivalence between a full-disclosure policy and perfectly flexible budgets helps to explain the popularity of static budgets in light of these findings. The results also challenge the accounting concept of materiality by suggesting that less important activities may actually have tighter thresholds. © 2022, American Accounting Association. All rights reserved.",flexible budgeting; management by exception; materiality; planning and control dichotomy; tight thresholds,,Article,Final,,Scopus,2-s2.0-85142187074,widespread planning control paradigm organizations schedule budgeting early period planning organization time carefully reflect processes later controlled refer budgeting process conveys thresholds managers management exception mbe model mbe limited communication device alleviates manager burden retrieving details planning phase preserving enough information maintain effective control accordingly identify threshold mbe algorithm shown approximate performance full communication policy suggesting simple static threshold communication effective equivalence full disclosure policy perfectly flexible budgets helps explain popularity static budgets light findings results challenge accounting concept materiality suggesting less important activities actually tighter thresholds 2022 american accounting association rights reserved,"A Positive Theory of Accounting-Based Management by Exception. Under the widespread planning-and-control paradigm, organizations schedule their budgeting early in the period ( planning) when the organization has more time to carefully reflect on the processes to be later controlled. I refer to a budgeting process that conveys thresholds to managers as management by exception (MBE), and model MBE as a limited communication device, which alleviates the manager’s burden of retrieving the details from the planning phase while preserving enough information to maintain effective control. Accordingly, I identify a threshold-based MBE algorithm, which is shown to approximate the performance of a full-communication policy, suggesting that simple static threshold-based communication can be effective. The equivalence between a full-disclosure policy and perfectly flexible budgets helps to explain the popularity of static budgets in light of these findings. The results also challenge the accounting concept of materiality by suggesting that less important activities may actually have tighter thresholds. © 2022, American Accounting Association. All rights reserved.",154,True
Douthit J.; Majerczyk M.; Thain L.M.,"Douthit, Jeremy (55505328900); Majerczyk, Michael (56891508500); Thain, Lisa Mcluckie (58923262400)",55505328900; 56891508500; 58923262400,Updated Theory and New Evidence on the Effect of Information System Precision on Managerial Reporting,2024,Journal of Management Accounting Research,36,1,,73,94,1,10.2308/JMAR-2022-050,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186925455&doi=10.2308%2FJMAR-2022-050&partnerID=40&md5=c7670db9bd14a60bbed8de417a448012,"Information asymmetry is fundamental to participative budgeting. Hannan, Rankin, and Towry (2006, “HRT”) develop a nuanced theory regarding the effect of information asymmetry on slack. The authors provide evidence that suggests increasing the precision of a superior’s information system, thereby reducing information asymmetry, can increase slack. We develop a refined version of HRT’s theory by incorporating evidence of how nonpecuniary incentives affect subordinates’ reporting slack from research subsequent to HRT. Our updated theory predicts that slack decreases as information system precision increases, opposite to the results in HRT. To test our refined theory, we replicate HRT’s experiment and find results consistent with our theory. Our results support HRT’s general theory but highlight the importance of establishing regularities of how nonpecuniary incentives affect behavior in accounting. Specifically, our updated theory and new evidence suggest that improving information system precision decreases budgetary slack, contrary to the results suggested in HRT. © 2024, American Accounting Association. All rights reserved.",honesty; impression management; participative budgeting; replication; slack,,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85186925455,information asymmetry fundamental participative budgeting hannan rankin towry 2006 hrt develop nuanced theory regarding information asymmetry slack authors suggests increasing precision superior information system thereby reducing information asymmetry increase slack develop refined version hrt theory incorporating nonpecuniary incentives affect subordinates reporting slack subsequent hrt updated theory predicts slack decreases information system precision increases opposite results hrt test refined theory replicate hrt experiment results consistent theory results support hrt general theory highlight importance establishing regularities nonpecuniary incentives affect behavior accounting specifically updated theory new improving information system precision decreases budgetary slack contrary results suggested hrt 2024 american accounting association rights reserved,"Updated Theory and New Evidence on the Effect of Information System Precision on Managerial Reporting. Information asymmetry is fundamental to participative budgeting. Hannan, Rankin, and Towry (2006, “HRT”) develop a nuanced theory regarding the effect of information asymmetry on slack. The authors provide evidence that suggests increasing the precision of a superior’s information system, thereby reducing information asymmetry, can increase slack. We develop a refined version of HRT’s theory by incorporating evidence of how nonpecuniary incentives affect subordinates’ reporting slack from research subsequent to HRT. Our updated theory predicts that slack decreases as information system precision increases, opposite to the results in HRT. To test our refined theory, we replicate HRT’s experiment and find results consistent with our theory. Our results support HRT’s general theory but highlight the importance of establishing regularities of how nonpecuniary incentives affect behavior in accounting. Specifically, our updated theory and new evidence suggest that improving information system precision decreases budgetary slack, contrary to the results suggested in HRT. © 2024, American Accounting Association. All rights reserved.",156,True
Pizzini M.; Potter G.; Hesford J.W.,"Pizzini, Mina (22942004300); Potter, Gordon (7102268761); Hesford, James W. (6507599954)",22942004300; 7102268761; 6507599954,Extensive Delegation Combined with High-Powered Incentives in Multiunit Organizations: A Time Series Analysis of the Performance Effects of Franchising,2026,Journal of Management Accounting Research,38,1,,113,134,0,10.2308/JMAR-2023-064,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032235908&doi=10.2308%2FJMAR-2023-064&partnerID=40&md5=2bf51f1281f92e0eb1df3e9815047c67,"Firms that operate multiple, homogeneous, geographically dispersed units face difficulty controlling their units due to imperfect information and incompatible incentives. Franchising has long been used to address this classic management control problem by delegating extensive decision rights to franchisees to operate the units and replacing monitoring with high-powered, output-based incentives. The nature of this control problem has changed substantially in the past 20 years with the growth of online review platforms, which can reduce information asymmetries and facilitate franchisee learning. We use recent time-series data from outlets in the same hotel chain that transitioned from company control to franchisee control to provide evidence on the realized benefits of delegation coupled with incentives in the face of agency problems within the current information environment. Beyond franchising, our findings are relevant to a wide range of companies that operate geographically dispersed outlets, such as banks, grocery stores, and automotive repair companies. © 2026, American Accounting Association. All rights reserved.",agency costs; delegation; franchising; incentives,,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-105032235908,firms operate multiple homogeneous geographically dispersed units face difficulty controlling units due imperfect information incompatible incentives franchising long used address classic management control problem delegating extensive decision rights franchisees operate units replacing monitoring high powered output incentives nature control problem changed substantially past 20 years growth online platforms reduce information asymmetries facilitate franchisee learning recent time series outlets hotel chain transitioned company control franchisee control realized benefits delegation coupled incentives face agency problems within current information environment beyond franchising findings relevant wide range companies operate geographically dispersed outlets banks grocery stores automotive repair companies 2026 american accounting association rights reserved,"Extensive Delegation Combined with High-Powered Incentives in Multiunit Organizations: A Time Series Analysis of the Performance Effects of Franchising. Firms that operate multiple, homogeneous, geographically dispersed units face difficulty controlling their units due to imperfect information and incompatible incentives. Franchising has long been used to address this classic management control problem by delegating extensive decision rights to franchisees to operate the units and replacing monitoring with high-powered, output-based incentives. The nature of this control problem has changed substantially in the past 20 years with the growth of online review platforms, which can reduce information asymmetries and facilitate franchisee learning. We use recent time-series data from outlets in the same hotel chain that transitioned from company control to franchisee control to provide evidence on the realized benefits of delegation coupled with incentives in the face of agency problems within the current information environment. Beyond franchising, our findings are relevant to a wide range of companies that operate geographically dispersed outlets, such as banks, grocery stores, and automotive repair companies. © 2026, American Accounting Association. All rights reserved.",157,True
Brüggen A.; Feichter C.; Haesebrouck K.,"Brüggen, Alexander (16444227200); Feichter, Christoph (57200339683); Haesebrouck, Katlijn (57200330576)",16444227200; 57200339683; 57200330576,Home Office: Evidence on Location and Selection Effects of Telecommuting,2024,Journal of Management Accounting Research,36,3,,95,113,3,10.2308/JMAR-2023-053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203707463&doi=10.2308%2FJMAR-2023-053&partnerID=40&md5=cb2bc7cee905239e928f95bf6f9f9ce9,"Telecommuting has increased during recent years, and the COVID-19 crisis has accelerated its development even further. Despite various opinions, causal evidence about the effect of telecommuting remains scarce and the implications for management accounting are unclear. In a computerized experiment designed to distinguish between location and selection effects, we study individuals’ effort intensity and reporting. The results reveal no difference in effort intensity between the workplace and telecommuting, but individuals misreport more when telecommuting. This increased misreporting is due to a selection effect, where less honest individuals prefer to telecommute. A small-scale follow-up survey with practitioners corroborates our findings with respect to the reporting behavior. Moreover, although we again find no difference in effort intensity, the results provide preliminary evidence into location effects on other effort dimensions (duration, direction, and learning). Overall, our study shows that telecommuting has important implications for designing effective management control systems. © 2024, American Accounting Association. All rights reserved.",effort intensity; location; misreporting; selection effect; telecommuting,,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85203707463,telecommuting increased recent years covid 19 crisis accelerated development even despite various opinions causal telecommuting remains scarce implications management accounting unclear computerized experiment designed distinguish location selection effects individuals effort intensity reporting results reveal difference effort intensity workplace telecommuting individuals misreport telecommuting increased misreporting due selection less honest individuals prefer telecommute small scale follow survey practitioners corroborates findings respect reporting behavior moreover although difference effort intensity results preliminary location effects effort dimensions duration direction learning overall shows telecommuting important implications designing effective management control systems 2024 american accounting association rights reserved,"Home Office: Evidence on Location and Selection Effects of Telecommuting. Telecommuting has increased during recent years, and the COVID-19 crisis has accelerated its development even further. Despite various opinions, causal evidence about the effect of telecommuting remains scarce and the implications for management accounting are unclear. In a computerized experiment designed to distinguish between location and selection effects, we study individuals’ effort intensity and reporting. The results reveal no difference in effort intensity between the workplace and telecommuting, but individuals misreport more when telecommuting. This increased misreporting is due to a selection effect, where less honest individuals prefer to telecommute. A small-scale follow-up survey with practitioners corroborates our findings with respect to the reporting behavior. Moreover, although we again find no difference in effort intensity, the results provide preliminary evidence into location effects on other effort dimensions (duration, direction, and learning). Overall, our study shows that telecommuting has important implications for designing effective management control systems. © 2024, American Accounting Association. All rights reserved.",154,True
Deller C.; Michels J.,"Deller, Carolyn (57215206152); Michels, Jeremy (55513668000)",57215206152; 55513668000,The Effect of Weather on Subjective Performance Evaluation,2025,Journal of Management Accounting Research,37,1,,21,39,0,10.2308/JMAR-2023-066,https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000535523&doi=10.2308%2FJMAR-2023-066&partnerID=40&md5=9888064cc76764da7c387bb01d929606,"We examine how a specific external and uncontrollable factor—the day’s weather—affects subjective performance evaluations. We use an experiment to test how weather influences biases that the prior management accounting literature shows affect subjective evaluations. First, we examine if weather introduces a directional bias to subjective evaluations. Next, we explore if weather leaves individuals more prone to other decision biases. Contrary to popular belief, we find no evidence that sunny weather results in more positive (i.e., lenient) evaluations. However, we find evidence that weather influences a bias documented in the prior literature, the spillover effect. Specifically, we find this bias is significantly less pronounced on cloudy days relative to sunny days in geographic locations where the weather is more likely to influence evaluators. © 2025, American Accounting Association. All rights reserved.",cognitive biases; mood; subjective performance evaluations; subjectivity; weather,,Article,Final,,Scopus,2-s2.0-86000535523,specific external uncontrollable factor day weather affects subjective performance evaluations experiment test weather influences biases prior management accounting shows affect subjective evaluations first weather introduces directional bias subjective evaluations next explore weather leaves individuals prone decision biases contrary popular belief sunny weather results positive lenient evaluations weather influences bias documented prior spillover specifically bias significantly less pronounced cloudy days relative sunny days geographic locations weather likely influence evaluators 2025 american accounting association rights reserved,"The Effect of Weather on Subjective Performance Evaluation. We examine how a specific external and uncontrollable factor—the day’s weather—affects subjective performance evaluations. We use an experiment to test how weather influences biases that the prior management accounting literature shows affect subjective evaluations. First, we examine if weather introduces a directional bias to subjective evaluations. Next, we explore if weather leaves individuals more prone to other decision biases. Contrary to popular belief, we find no evidence that sunny weather results in more positive (i.e., lenient) evaluations. However, we find evidence that weather influences a bias documented in the prior literature, the spillover effect. Specifically, we find this bias is significantly less pronounced on cloudy days relative to sunny days in geographic locations where the weather is more likely to influence evaluators. © 2025, American Accounting Association. All rights reserved.",130,True
Cohen J.; Fehrenbacher D.D.; Schulz A.K.-D.; Weisner M.,"Cohen, Jeffrey (7410006643); Fehrenbacher, Dennis D. (55537706600); Schulz, Axel K.-D. (26026007800); Weisner, Martin (56595612600)",7410006643; 55537706600; 26026007800; 56595612600,The Influence of Controllability and Outcome Valence on Cost-Shifting,2024,Journal of Management Accounting Research,36,1,,55,71,1,10.2308/JMAR-2021-030,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186604628&doi=10.2308%2FJMAR-2021-030&partnerID=40&md5=6d271c0c1e130639bff09e61f5469972,"In a setting that considers both operational and accounting decentralization, we propose that controllability and outcome valence effects (i.e., positive versus negative contractual outcomes for managers) interact to affect managers’ misreporting behavior. Experimental results show that the level of cost-shifting under negative outcome valence is relatively invariant to the amount of control over a project’s results, whereas the decision to engage in cost-shifting under positive outcome valence is contingent upon whether the manager had control or not. We contribute to the management accounting literature on contract framing and misreporting and extend research on how decentralization choices affect managers’ use of private information, with direct implications for practice. Our results suggest that limiting individual managers’ operational control primarily to constrain misreporting may only be beneficial when contracts stipulate positive outcomes for managers. © 2024, American Accounting Association. All rights reserved.",accounting decentralization; controllability; cost-shifting; dysfunctional behavior; operational decentralization; outcome valence,,Article,Final,,Scopus,2-s2.0-85186604628,setting considers operational accounting decentralization controllability outcome valence effects positive versus negative contractual outcomes managers interact affect managers misreporting behavior experimental results level cost shifting negative outcome valence relatively invariant amount control project results whereas decision engage cost shifting positive outcome valence contingent upon whether manager control contribute management accounting contract framing misreporting extend decentralization choices affect managers private information direct implications practice results limiting individual managers operational control primarily constrain misreporting beneficial contracts stipulate positive outcomes managers 2024 american accounting association rights reserved,"The Influence of Controllability and Outcome Valence on Cost-Shifting. In a setting that considers both operational and accounting decentralization, we propose that controllability and outcome valence effects (i.e., positive versus negative contractual outcomes for managers) interact to affect managers’ misreporting behavior. Experimental results show that the level of cost-shifting under negative outcome valence is relatively invariant to the amount of control over a project’s results, whereas the decision to engage in cost-shifting under positive outcome valence is contingent upon whether the manager had control or not. We contribute to the management accounting literature on contract framing and misreporting and extend research on how decentralization choices affect managers’ use of private information, with direct implications for practice. Our results suggest that limiting individual managers’ operational control primarily to constrain misreporting may only be beneficial when contracts stipulate positive outcomes for managers. © 2024, American Accounting Association. All rights reserved.",139,True
Matějka M.; Merchant K.A.; O’grady W.,"Matějka, Michal (14071749700); Merchant, Kenneth A. (7005662794); O’grady, Winnie (57208705210)",14071749700; 7005662794; 57208705210,An empirical investigation of beyond budgeting practices,2021,Journal of Management Accounting Research,33,2,,161,189,17,10.2308/JMAR-19-010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087711358&doi=10.2308%2FJMAR-19-010&partnerID=40&md5=ec925b9347218a340dc230f9d5dcd5fa,"Our study compares management control practices in 80 organizations that have implemented Beyond Budgeting to a group of 121 organizations that have not. First, we find that BB organizations tend to use (1) high levels of decentralization, (2) flexible resource allocations without fixed timelines, (3) relative target setting, and (4) weak individual incentives. Second, we find evidence suggesting that many BB implementers find it difficult to reduce the reliance on a fixed annual budget for decision making and on financial performance measures for performance evaluation. Third, we find that the likelihood and scope of BB implementation is negatively associated with the importance of long-term investment coordination. Finally, we examine whether combinations of various management control practices affect the likelihood of BB implementation, management control effectiveness, or control system gaming but find only weak interaction effects and associations among practices. © 2021, American Accounting Association. All rights reserved.",Beyond Budgeting; Incentives; Management control; Performance evaluation; Planning,,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85087711358,compares management control practices 80 organizations implemented beyond budgeting group 121 organizations first bb organizations tend high levels decentralization flexible resource allocations without fixed timelines relative target setting weak individual incentives second suggesting many bb implementers difficult reduce reliance fixed annual budget decision making financial performance measures performance evaluation third likelihood scope bb implementation negatively associated importance long term investment coordination finally whether combinations various management control practices affect likelihood bb implementation management control effectiveness control system gaming weak interaction effects associations among practices 2021 american accounting association rights reserved,"An empirical investigation of beyond budgeting practices. Our study compares management control practices in 80 organizations that have implemented Beyond Budgeting to a group of 121 organizations that have not. First, we find that BB organizations tend to use (1) high levels of decentralization, (2) flexible resource allocations without fixed timelines, (3) relative target setting, and (4) weak individual incentives. Second, we find evidence suggesting that many BB implementers find it difficult to reduce the reliance on a fixed annual budget for decision making and on financial performance measures for performance evaluation. Third, we find that the likelihood and scope of BB implementation is negatively associated with the importance of long-term investment coordination. Finally, we examine whether combinations of various management control practices affect the likelihood of BB implementation, management control effectiveness, or control system gaming but find only weak interaction effects and associations among practices. © 2021, American Accounting Association. All rights reserved.",147,True
Van Triest S.,"Van Triest, Sander (15045994600)",15045994600,Do Customers Complicate Control? The Impact of Customer Contact on Information Asymmetry in Employee–Supervisor Relationships,2026,Journal of Management Accounting Research,38,1,,183,207,0,10.2308/JMAR-2024-055,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032445237&doi=10.2308%2FJMAR-2024-055&partnerID=40&md5=638e01b5583a94c4ddfd449806f960ae,"Employees who have contact with outside customers may obtain private information from these customers, and they may also adapt rules to meet customer demands. This increases information asymmetry between the employees and their supervisors, complicating supervisor control. However, customer contact may also reduce information asymmetry: Customer information may be used by supervisors, whereas customers may have a disciplining effect through increasing employees’ felt accountability and motivation. In a sample of 516 employee–supervisor relationships, I find a negative relationship between outside customer contact and both employee and supervisor assessment of information asymmetry. These relationships are more negative when supervisors and employees are less experienced. Additional analyses show that the relationship is less negative in not-for-profit organizations, where clients typically are less powerful. The results are consistent with outside customers having a disciplining function rather than being a source of private information, and more so when supervisor monitoring is less effective. © 2026, American Accounting Association. All rights reserved.",agency theory; customers; information asymmetry; management control; survey,,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-105032445237,employees contact outside customers obtain private information customers adapt rules meet customer demands increases information asymmetry employees supervisors complicating supervisor control customer contact reduce information asymmetry customer information used supervisors whereas customers disciplining increasing employees felt accountability motivation sample 516 employee supervisor relationships negative relationship outside customer contact employee supervisor assessment information asymmetry relationships negative supervisors employees less experienced additional analyses relationship less negative profit organizations clients typically less powerful results consistent outside customers disciplining function rather source private information supervisor monitoring less effective 2026 american accounting association rights reserved,"Do Customers Complicate Control? The Impact of Customer Contact on Information Asymmetry in Employee–Supervisor Relationships. Employees who have contact with outside customers may obtain private information from these customers, and they may also adapt rules to meet customer demands. This increases information asymmetry between the employees and their supervisors, complicating supervisor control. However, customer contact may also reduce information asymmetry: Customer information may be used by supervisors, whereas customers may have a disciplining effect through increasing employees’ felt accountability and motivation. In a sample of 516 employee–supervisor relationships, I find a negative relationship between outside customer contact and both employee and supervisor assessment of information asymmetry. These relationships are more negative when supervisors and employees are less experienced. Additional analyses show that the relationship is less negative in not-for-profit organizations, where clients typically are less powerful. The results are consistent with outside customers having a disciplining function rather than being a source of private information, and more so when supervisor monitoring is less effective. © 2026, American Accounting Association. All rights reserved.",157,True
Tucker B.; Halkett I.; James A.,"Tucker, Basil (55583300600); Halkett, Ian (57353828600); James, Ady (57353828700)",55583300600; 57353828600; 57353828700,Necessity: The mother of invention? the tension between management control and creativity: Lessons from apollo 13,2021,Journal of Management Accounting Research,33,3,,163,188,15,10.2308/JMAR-19-047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119993424&doi=10.2308%2FJMAR-19-047&partnerID=40&md5=53ea5d5b6325c780faf2e33ab515508a,"This case study develops our understanding of the ways in which management control and creativity coexist within organizations. We extend current understandings of how management control and creativity may combine by theorizing a broad typological framework comprising four basic forms. We postulate that not only can control and creativity coexist, but that they are mutually reliant and can function concurrently to differing extents within one operational entity as circumstances dictate. The case we use to illustrate our framework is based on a review of NASA documentation and first-person accounts of the ill-fated Apollo 13 mission, during which the need to manage the apparent dichotomy between control and creativity was literally a matter of life and death. Our findings serve as a foundational basis for further empirical and theoretical enquiry and offer research directions that may provide a deeper understanding of the ways in which control and creativity may combine. © 2021, American Accounting Association. All rights reserved.",Apollo 13; Control/creativity; Creativity; Formal control; Innovation; Management control; MCS,,Article,Final,,Scopus,2-s2.0-85119993424,case develops understanding ways management control creativity coexist within organizations extend current understandings management control creativity combine theorizing broad typological framework comprising four basic forms postulate control creativity coexist mutually reliant function concurrently differing extents within one operational entity circumstances dictate case illustrate framework nasa documentation first person accounts ill fated apollo 13 mission need manage apparent dichotomy control creativity literally matter life death findings serve foundational basis empirical theoretical enquiry offer directions deeper understanding ways control creativity combine 2021 american accounting association rights reserved,"Necessity: The mother of invention? the tension between management control and creativity: Lessons from apollo 13. This case study develops our understanding of the ways in which management control and creativity coexist within organizations. We extend current understandings of how management control and creativity may combine by theorizing a broad typological framework comprising four basic forms. We postulate that not only can control and creativity coexist, but that they are mutually reliant and can function concurrently to differing extents within one operational entity as circumstances dictate. The case we use to illustrate our framework is based on a review of NASA documentation and first-person accounts of the ill-fated Apollo 13 mission, during which the need to manage the apparent dichotomy between control and creativity was literally a matter of life and death. Our findings serve as a foundational basis for further empirical and theoretical enquiry and offer research directions that may provide a deeper understanding of the ways in which control and creativity may combine. © 2021, American Accounting Association. All rights reserved.",157,True
Cools M.; Rossing J.C.P.,"Cools, Martine (36954161700); Rossing, Jacob Christian Plesner (57224094784)",36954161700; 57224094784,International transfer pricing: MNE dependency on knowledge of external tax consultants,2021,Journal of Management Accounting Research,33,1,,33,51,7,10.2308/JMAR-19-061,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106942074&doi=10.2308%2FJMAR-19-061&partnerID=40&md5=a0ea09ee264545cdb1ac792d3a9765bd,"This paper explores the dependency of multinational enterprises (MNEs) on the international transfer pricing (ITP) knowledge offered by external tax consultants. Based on interviews with 13 ITP/tax executives working for large MNEs in the U.K., we find that the dependency on consultants varies significantly across specific ITP tasks. This dependency is not rooted in a lack of in-house technical ITP knowledge. Rather, consultants offer important industry and process knowledge, often at the individual tax inspector level, that MNEs need to successfully implement their ITP policy and to handle negotiations with tax authorities. The recent OECD project on Base Erosion and Profit Shifting (BEPS) is found to have a limited effect on MNE dependency on consultants, except for the documentation task. We conclude that the profile of consultants as knowledge experts depends on the specific ITP task they undertake. © 2021, American Accounting Association. All rights reserved.",International transfer pricing; Knowledge management; Multinational enterprises; Tax consultants,,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85106942074,explores dependency multinational enterprises mnes international transfer pricing itp knowledge offered external tax consultants interviews 13 itp tax executives working large mnes dependency consultants varies significantly across specific itp tasks dependency rooted lack house technical itp knowledge rather consultants offer important industry process knowledge often individual tax inspector level mnes need successfully implement itp policy handle negotiations tax authorities recent oecd project base erosion profit shifting beps found limited mne dependency consultants except documentation task conclude profile consultants knowledge experts depends specific itp task undertake 2021 american accounting association rights reserved,"International transfer pricing: MNE dependency on knowledge of external tax consultants. This paper explores the dependency of multinational enterprises (MNEs) on the international transfer pricing (ITP) knowledge offered by external tax consultants. Based on interviews with 13 ITP/tax executives working for large MNEs in the U.K., we find that the dependency on consultants varies significantly across specific ITP tasks. This dependency is not rooted in a lack of in-house technical ITP knowledge. Rather, consultants offer important industry and process knowledge, often at the individual tax inspector level, that MNEs need to successfully implement their ITP policy and to handle negotiations with tax authorities. The recent OECD project on Base Erosion and Profit Shifting (BEPS) is found to have a limited effect on MNE dependency on consultants, except for the documentation task. We conclude that the profile of consultants as knowledge experts depends on the specific ITP task they undertake. © 2021, American Accounting Association. All rights reserved.",146,True
Donnelly A.M.; Kennedy F.A.; Widener S.K.,"Donnelly, Amy M. (57269675900); Kennedy, Frances A. (36724873000); Widener, Sally K. (6506716141)",57269675900; 36724873000; 6506716141,Management controls and intrinsic motivation: Insights from a lean organizational setting,2021,Journal of Management Accounting Research,33,3,,29,53,7,10.2308/JMAR-19-078,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118929182&doi=10.2308%2FJMAR-19-078&partnerID=40&md5=91978a1a64bfe3e4bdeb63d843639811,"Using survey data from 300 employees, we examine whether feedback, training, standard operating procedures (SOPs) and visual management are positively related to intrinsic motivation, and, in turn, performance, via perceptions of autonomy. Specifically, we consider these relationships in the context of a lean organizational setting. We aim to contribute to the management accounting literature by investigating when and how employees’ perceptions of control mechanisms facilitate intrinsic motivation and ultimately performance. Our results show that perceptions of training, feedback, and visual management are positively related to intrinsic motivation (and, in turn, performance) via autonomy. In a supplemental analysis, we decompose intrinsic motivation into two dimensions, challenge and enjoyment. We find that our original model holds but is driven by the intrinsic motivation employees receive from challenging tasks. We also show that SOPs are not related to autonomy but are directly related to the enjoyment dimension of intrinsic motivation. © 2021, American Accounting Association. All rights reserved.","Enabling; Intrinsic motivation; Lean, autonomy; Management controls",,Article,Final,,Scopus,2-s2.0-85118929182,survey 300 employees whether feedback training standard operating procedures sops visual management positively related intrinsic motivation turn performance via perceptions autonomy specifically consider relationships context lean organizational setting aim contribute management accounting investigating employees perceptions control mechanisms facilitate intrinsic motivation ultimately performance results perceptions training feedback visual management positively related intrinsic motivation turn performance via autonomy supplemental decompose intrinsic motivation two dimensions challenge enjoyment original model holds driven intrinsic motivation employees receive challenging tasks sops related autonomy directly related enjoyment dimension intrinsic motivation 2021 american accounting association rights reserved,"Management controls and intrinsic motivation: Insights from a lean organizational setting. Using survey data from 300 employees, we examine whether feedback, training, standard operating procedures (SOPs) and visual management are positively related to intrinsic motivation, and, in turn, performance, via perceptions of autonomy. Specifically, we consider these relationships in the context of a lean organizational setting. We aim to contribute to the management accounting literature by investigating when and how employees’ perceptions of control mechanisms facilitate intrinsic motivation and ultimately performance. Our results show that perceptions of training, feedback, and visual management are positively related to intrinsic motivation (and, in turn, performance) via autonomy. In a supplemental analysis, we decompose intrinsic motivation into two dimensions, challenge and enjoyment. We find that our original model holds but is driven by the intrinsic motivation employees receive from challenging tasks. We also show that SOPs are not related to autonomy but are directly related to the enjoyment dimension of intrinsic motivation. © 2021, American Accounting Association. All rights reserved.",155,True
